,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
971,Legalization of Abortion,"My sign: ""Trust women."" His response: ""I don't."" #repealthe8th #SemST",2,"My sign : "" Trust women . "" [EOS]
His response : "" I do not . "" [EOS]
# repealthe8th # SemST [EOS]",Legalization of Abortion [EOS],96.4625
972,Legalization of Abortion,Dude i won a #freeshirt from @abort73 ! I never win anything lol #Abort73 #SemST,2,"Dude i won a # freeshirt from $MENTION$ ! [EOS]
I never win anything lol # Abort73 # SemST [EOS]",Legalization of Abortion [EOS],96.475
973,Donald Trump,@StillersFanInFL @TUSK81 we knew he was thinking it. But to tweet it. He is disgusting.  #SemST,2,"$MENTION$ $MENTION$ we knew he was thinking it . [EOS]
But to tweet it . [EOS]
He is disgusting . [EOS]
# SemST [EOS]",Donald Trump [EOS],96.4875
974,Donald Trump,@realDonaldTrump @Macys I wish Trump would help me pay down my Macys card... that would be cool. #SemST,2,"$MENTION$ $MENTION$ I wish Trump would help me pay down my Macys card ... that would be cool . [EOS]
# SemST [EOS]",Donald Trump [EOS],96.5
975,Feminist Movement,To men who make contact with women thinking they are owed a response #patriarchy #SemST,2,To men who make contact with women thinking they are owed a response # patriarchy # SemST [EOS],Feminist Movement [EOS],96.5125
976,Donald Trump,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST,2,"I nominate Donald Trump for the new ambassador to Mexico . [EOS]
# Mexico # Tacos # SemST [EOS]",Donald Trump [EOS],96.5375
977,Atheism,"@HumanPog i dunno, i'd be pretty happy if someone saved me, even if they were a bad person like an #SemST",2,"$MENTION$ i dunno , i 'd be pretty happy if someone saved me , even if they were a bad person like an # SemST [EOS]",Atheism [EOS],96.5625
978,Atheism,"I think Jesus said it best when He said, ""Don't cum in me Peter.""   #bible #SemST",2,"I think Jesus said it best when He said , "" Do not cum in me Peter . "" [EOS]
# bible # SemST [EOS]",Atheism [EOS],96.575
979,Hillary Clinton,@BadgerGeno @kreichert27 @jackbahlman Too busy protesting :) #LoveForAll #BackdoorBadgers #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
Too busy protesting :) [EOS]
# LoveForAll # BackdoorBadgers # SemST [EOS]",Hillary Clinton [EOS],96.5875
980,Hillary Clinton,"Irony and doom, Hillary and Jeb for #POTUS - #WakeUpAmerica #jeb2016 #SemST",2,"Irony and doom , Hillary and Jeb for # POTUS - # WakeUpAmerica # jeb2016 # SemST [EOS]",Hillary Clinton [EOS],96.5875
981,Feminist Movement,@RawStory You know what's worse about her? She's goddamn right about everything she said about #SemST,2,"$MENTION$ You know what 's worse about her ? [EOS]
She 's goddamn right about everything she said about # SemST [EOS]",Feminist Movement [EOS],96.5875
982,Legalization of Abortion,If you really want to know how I feel..I believe that it is your body your choice #SemST,2,If you really want to know how I feel .. I believe that it is your body your choice # SemST [EOS],Legalization of Abortion [EOS],96.6
983,Atheism,"There's not much of a step from ""they're going to hell"" & ""let's kill them all"" #SemST",2,"There 's not much of a step from "" they 're going to hell "" & "" let 's kill them all "" # SemST [EOS]",Atheism [EOS],96.6125
984,Feminist Movement,COVER UP YOUR FLAWS YOU UGLY BITCH #SemST,2,COVER UP YOUR FLAWS YOU UGLY BITCH # SemST [EOS],Feminist Movement [EOS],96.625
985,Legalization of Abortion,@kugrl6 good riddance to millions of black babies? I really hope I'm misunderstanding you #SemST,2,"$MENTION$ good riddance to millions of black babies ? [EOS]
I really hope I 'm misunderstanding you # SemST [EOS]",Legalization of Abortion [EOS],96.6375
986,Atheism,My #week is going to be Grrrrrrrreat! #spiritual #business #wellness #SemST,2,"My # week is going to be Grrrrrrrreat ! [EOS]
# spiritual # business # wellness # SemST [EOS]",Atheism [EOS],96.65
987,Feminist Movement,So if a women earns money then it's HERS to KEEP??  #feminismiscruelty #SemST,2,"So if a women earns money then it 's HERS to KEEP ? ? [EOS]
# feminismiscruelty # SemST [EOS]",Feminist Movement [EOS],96.6625
988,Legalization of Abortion,I can tell women what to do with their bodies  #ThingsYouDontSayAsAPolitician #SemST,2,I can tell women what to do with their bodies # ThingsYouDontSayAsAPolitician # SemST [EOS],Legalization of Abortion [EOS],96.6625
989,Feminist Movement,"#IHadToBlockYouBecause you think ""killallmen"" is a real thing  #YesAllWomen #SemST",2,"# IHadToBlockYouBecause you think "" killallmen "" is a real thing # YesAllWomen # SemST [EOS]",Feminist Movement [EOS],96.6625
990,Atheism,We look forward to Birmingham in 2016! #BHA2015 #BHA2016 #SemST,2,"We look forward to Birmingham in 2016 ! [EOS]
# BHA2015 # BHA2016 # SemST [EOS]",Atheism [EOS],96.675
991,Legalization of Abortion,@HomunculusLoikm @SawyerAndrew @BryanBroome1 @jstines3 I don't think most women enjoy the experience. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ [EOS]
I do not think most women enjoy the experience . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],96.6875
992,Feminist Movement,Who said Feminists Standard is THE STANDARD of how a woman should be? #SemST,2,"Who said Feminists Standard is THE STANDARD of how a woman should be ? [EOS]
# SemST [EOS]",Feminist Movement [EOS],96.6875
993,Feminist Movement,Beauty is in the eye of the goat. #AddGoatRuinAQuote #beauty #BodyImage #SemST,2,"Beauty is in the eye of the goat . [EOS]
# AddGoatRuinAQuote # beauty # BodyImage # SemST [EOS]",Feminist Movement [EOS],96.6875
994,Hillary Clinton,WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC #SemST,2,"WHO 'S READY FOR A DAY OF ACTION ? ! [EOS]
I know I am ! [EOS]
# FellowsSC # SemST [EOS]",Hillary Clinton [EOS],96.7
995,Atheism,"Virinder S Kalra talks about the inspiration for the book ""#Sacred and #Musics #SemST",2,"Virinder S Kalra talks about the inspiration for the book "" # Sacred and # Musics # SemST [EOS]",Atheism [EOS],96.7125
996,Atheism,.@MadenieD And your point is? /@evangecube @Sophiesweb33 @butterfly_1202 #SemST,2,".$MENTION$ [EOS]
And your point is ? [EOS]
/$MENTION$ [EOS]
$MENTION$ $MENTION$ [EOS]
# SemST [EOS]",Atheism [EOS],96.725
997,Hillary Clinton,'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker #SemST,2,' Hilary is not electable ' then you stand no chance $MENTION$ # carnivalbarker # SemST [EOS],Hillary Clinton [EOS],96.7375
998,Feminist Movement,"@virtuadad @TakedownMRAs the library, quit attempting 2 hurt others just so they'll think the way u do #SemST",2,"$MENTION$ $MENTION$ the library , quit attempting 2 hurt others [EOS]
just so they 'll think the way u do # SemST [EOS]",Feminist Movement [EOS],96.7375
999,Atheism,@erichovind Heading home to plot y'alls next illegal enterprise? #Lawbreaker #Dirtbag #SemST,2,"$MENTION$ [EOS]
Heading home to plot y'alls next illegal enterprise ? [EOS]
# Lawbreaker # Dirtbag # SemST [EOS]",Atheism [EOS],96.7375
1000,Hillary Clinton,Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow #SemST,2,"Hillary Clinton has not driven a car since 1996 . [EOS]
# clintonfakerealityshow # SemST [EOS]",Hillary Clinton [EOS],96.75
1001,Legalization of Abortion,If it's not a person then why do women get invitro? To have a gold fish? #SemST,2,"If it 's not a person then why do women get invitro ? [EOS]
To have a gold fish ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],96.75
1002,Legalization of Abortion,"We are weak, we slip into sin, we cannot go forward without the help of the Lord"" #SemST",2,"We are weak , we slip into sin , we can not go forward without the help of the Lord "" # SemST [EOS]",Legalization of Abortion [EOS],96.7625
1003,Hillary Clinton,Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive #SemST,2,"Only $MENTION$ want # crimigrants running amok in U.S. Cities . [EOS]
# CancerIsProgressive # SemST [EOS]",Hillary Clinton [EOS],96.7625
1004,Hillary Clinton,"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails. #SemST",2,"$MENTION$ $MENTION$ at least he did not lose an embassy , cover up a murder , or burn govt emails . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],96.7625
1005,Hillary Clinton,Just think how many emails Hillary Clinton can delete with today's #leapsecond #SemST,2,Just think how many emails Hillary Clinton can delete with today 's # leapsecond # SemST [EOS],Hillary Clinton [EOS],96.7875
1006,Legalization of Abortion,"@CrushTheCFR Yes, heard you the first 500 times you tweeted SIX kids. she is probably also #SemST",2,"$MENTION$ [EOS]
Yes , heard you the first 500 times you tweeted SIX kids . [EOS]
she is probably also # SemST [EOS]",Legalization of Abortion [EOS],96.8
1007,Donald Trump,So I'm guessing there won't be a #SlovenianFirstLady in #TheWhiteHouse!  #SemST,2,"So I 'm guessing there wo not be a # SlovenianFirstLady in # TheWhiteHouse ! [EOS]
# SemST [EOS]",Donald Trump [EOS],96.825
1008,Hillary Clinton,@SaysMissy HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP #SemST,2,"$MENTION$ HRC takes us Americans for mindless fools ! ! [EOS]
How insulting ! [EOS]
# PJNET # OiP # SemST [EOS]",Hillary Clinton [EOS],96.8375
1009,Hillary Clinton,"It just depends on what the  definition of the word ""subponea"" is...  #subponea #SemST",2,"It just depends on what the definition of the word "" subponea "" is ... # subponea # SemST [EOS]",Hillary Clinton [EOS],96.85
1010,Atheism,True faith is belief in the reality of absolute values. ~ William Ralph Inge #SemST,2,"True faith is belief in the reality of absolute values . [EOS]
~ William Ralph Inge # SemST [EOS]",Atheism [EOS],96.875
1011,Donald Trump,"@ChrisChristie said ""Americans are not angry."" He has no idea how WRONG he is. #MADasHELL #SemST",2,"$MENTION$ said "" Americans are not angry . "" [EOS]
He has no idea how WRONG he is . [EOS]
# MADasHELL # SemST [EOS]",Donald Trump [EOS],96.875
1012,Hillary Clinton,.@CaptYonah @thehill Fine; unethical or illegal quid pro quo uranium deal works for me. #SemST,2,".$MENTION$ $MENTION$ [EOS]
Fine ; unethical or illegal quid pro quo uranium deal works for me . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],96.9125
1013,Hillary Clinton,"@dougshelton749  If @realDonaldTrump finds evidence, he will expose #HRC as the horrible candidate she is.  #SemST",2,"$MENTION$ If $MENTION$ finds evidence , he will expose # HRC as the horrible candidate she is . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],96.9375
1014,Hillary Clinton,Clinton entitlement is the proverbial American hemorrhoid #tcot #Opinionated #SemST,2,Clinton entitlement is the proverbial American hemorrhoid # tcot # Opinionated # SemST [EOS],Hillary Clinton [EOS],96.9625
1015,Atheism,"St. Philomena, invincible champion of chastity, pray for us. #Catholic #SemST",2,"St. Philomena , invincible champion of chastity , pray for us . [EOS]
# Catholic # SemST [EOS]",Atheism [EOS],96.9625
1016,Feminist Movement,"We want to be clear: Humanists, as we define them, are feminists. #humanism #SemST",2,"We want to be clear : Humanists , as we define them , are feminists . [EOS]
# humanism # SemST [EOS]",Feminist Movement [EOS],96.9625
1017,Legalization of Abortion,"#rally4life because if they don't want an abortion, then no one can have the choice  #SemST",2,"# rally4life because if they do not want an abortion , then no one can have the choice # SemST [EOS]",Legalization of Abortion [EOS],96.9625
1018,Legalization of Abortion,This #rally4life shit! How people support it I'll never understand. #SemST,2,"This # rally4life shit ! [EOS]
How people support it I 'll never understand . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],96.975
1019,Atheism,Never debate with the devil... Give him an instruction to get behind you!!  #SemST,2,"Never debate with the devil ... Give him an instruction to get behind you ! ! [EOS]
# SemST [EOS]",Atheism [EOS],96.9875
1020,Donald Trump,Healthcare in America must be fixed. Women are everything.  #TeamJason  #SemST,2,"Healthcare in America must be fixed . [EOS]
Women are everything . [EOS]
# TeamJason # SemST [EOS]",Donald Trump [EOS],97.0
1021,Donald Trump,@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST,2,"$MENTION$ . [EOS]
Adios for your comments about $MENTION$ .. [EOS]
You are a disappointment . [EOS]
# SemST [EOS]",Donald Trump [EOS],97.0
1022,Legalization of Abortion,If it's getting old maybe you should stop calling embryos & fetuses babies. #SemST,2,"If it 's getting old maybe you should stop calling embryos & fetuses babies . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.0125
1023,Legalization of Abortion,"@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies. #SemST",2,"$MENTION$ Typo - I meant to say "" dies "" - With every abortion $MENTION$ least one human dies . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.025
1024,Atheism,"We want to be clear: Humanists, as we define them, are feminists. #feminism #SemST",2,"We want to be clear : Humanists , as we define them , are feminists . [EOS]
# feminism # SemST [EOS]",Atheism [EOS],97.05
1025,Hillary Clinton,"@gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST",2,"$MENTION$ he made a careless mistake , she deliberately broke many laws & still lies about it . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],97.1
1026,Feminist Movement,@mrskjfournier Cuts her hair and now this!!!  Next your going to start wearing male underwear.  #SemST,2,"$MENTION$ Cuts her hair and now this ! ! ! [EOS]
Next your going to start wearing male underwear . [EOS]
# SemST [EOS]",Feminist Movement [EOS],97.1
1027,Legalization of Abortion,Everybodys making fun of me because i saved a bird from being eaten by a cat. #SemST,2,"Everybodys making fun of me because i saved a bird from being eaten by a cat . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.1125
1028,Atheism,What we are is what we define the world to be. #existentialism #spirituality #SemST,2,"What we are is what we define the world to be . [EOS]
# existentialism # spirituality # SemST [EOS]",Atheism [EOS],97.125
1029,Feminist Movement,they opened a blenders in the vhs GIRLS bathroom today! #TheMoreYouKnow #SemST,2,"they opened a blenders in the vhs GIRLS bathroom today ! [EOS]
# TheMoreYouKnow # SemST [EOS]",Feminist Movement [EOS],97.15
1030,Legalization of Abortion,Remember basic diversity training: Not all women can have/want to have children #SemST,2,Remember basic diversity training : Not all women can have / want to have children # SemST [EOS],Legalization of Abortion [EOS],97.15
1031,Feminist Movement,You say that because you are a hypocrite @LisaTesfayeXO   cc @abletesfaye   #GamerGate  #SemST,2,You say that because you are a hypocrite $MENTION$ cc $MENTION$ # GamerGate # SemST [EOS],Feminist Movement [EOS],97.15
1032,Legalization of Abortion,I am 1 in 3... I have had an abortion #AbortionOnDemand #MenstruationMatters #SemST,2,I am 1 in 3 ... I have had an abortion # AbortionOnDemand # MenstruationMatters # SemST [EOS],Legalization of Abortion [EOS],97.175
1033,Atheism,"A #kingdom has a particular #culture, a way of doing things (Ed Welch). #SemST",2,"A # kingdom has a particular # culture , a way of doing things ( Ed Welch ) . [EOS]
# SemST [EOS]",Atheism [EOS],97.175
1034,Legalization of Abortion,"@Andrea_provida Or another hypocrisy are  those who campaign for animal rights but are ""pro choice"" . #SemST",2,"$MENTION$ Or another hypocrisy are those who campaign for animal rights but are "" pro choice "" . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.2
1035,Atheism,"One day it'll all make sense, but for now just trust God and let Him lead you. #SemST",2,"One day it 'll all make sense , but for now just trust God and let Him lead you . [EOS]
# SemST [EOS]",Atheism [EOS],97.2
1036,Legalization of Abortion,If #Freewill is good enough for your #god it should be good enough for you. #SemST,2,"If # Freewill is good enough for your # god it should be good enough for you . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.2125
1037,Atheism,The Best #conspiracy of the world is #Religion. #science #davincisdemons #SemST,2,"The Best # conspiracy of the world is # Religion . [EOS]
# science # davincisdemons # SemST [EOS]",Atheism [EOS],97.2375
1038,Legalization of Abortion,About to get Nexplanon. Goodbye birth control pills!!!  #childfree #SemST,2,"About to get Nexplanon . [EOS]
Goodbye birth control pills ! ! ! [EOS]
# childfree # SemST [EOS]",Legalization of Abortion [EOS],97.25
1039,Legalization of Abortion,@SprinklePetunia  If it affects you so negatively maybe you shouldn't have had it. #prokittenabortion #SemST,2,"$MENTION$ If it affects you so negatively maybe you should not have had it . [EOS]
# prokittenabortion # SemST [EOS]",Legalization of Abortion [EOS],97.25
1040,Atheism,A brilliant speaker last night from the one law for all campaign  #OneLawForAll #SemST,2,A brilliant speaker last night from the one law for all campaign # OneLawForAll # SemST [EOS],Atheism [EOS],97.2625
1041,Feminist Movement,"'Manspreading'? But women hog subway space, too ! #doublestandards #SemST",2,"' Manspreading ' ? [EOS]
But women hog subway space , too ! [EOS]
# doublestandards # SemST [EOS]",Feminist Movement [EOS],97.275
1042,Hillary Clinton,#HillaryInNH is like Adolph Hitler in a Synagogue.   #tcot #uniteblue #ctot #SemST,2,"# HillaryInNH is like Adolph Hitler in a Synagogue . [EOS]
# tcot # uniteblue # ctot # SemST [EOS]",Hillary Clinton [EOS],97.3
1043,Hillary Clinton,"@michelekirkBPR Hi Michele, Thank You for your follow, may God bless you and your family  #freeallfour #SemST",2,"$MENTION$ Hi Michele , Thank You for your follow , may God bless you and your family # freeallfour # SemST [EOS]",Hillary Clinton [EOS],97.3
1044,Donald Trump,@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all. #SemST,2,"$MENTION$ it 's not a racial tragedy nor an Islamic one either . [EOS]
Only patriots care for all . [EOS]
# SemST [EOS]",Donald Trump [EOS],97.3375
1045,Legalization of Abortion,Do nothing at all unless you begin with prayer. -St Ephraem the Syrian #SemST,2,"Do nothing at all unless you begin with prayer . [EOS]
-St [EOS]
Ephraem the Syrian # SemST [EOS]",Legalization of Abortion [EOS],97.3625
1046,Legalization of Abortion,"@MikeDury And don't forget, now ""Private clubs"" and organizations. AKA ~> #GirlScouts & #SemST",2,"$MENTION$ And do not forget , now "" Private clubs "" and organizations . [EOS]
AKA ~ > # GirlScouts & # SemST [EOS]",Legalization of Abortion [EOS],97.3625
1047,Atheism,@JerryBrownGov #ShameOnYou for putting politicians and physicians above #ParentalRights and #SB277 #SemST,2,$MENTION$ # ShameOnYou for putting politicians and physicians above # ParentalRights and # SB277 # SemST [EOS],Atheism [EOS],97.3625
1048,Legalization of Abortion,But isn't that the problem then. Not enough faith. #gaystapo #socialism #SemST,2,"But is not that the problem then . [EOS]
Not enough faith . [EOS]
# gaystapo # socialism # SemST [EOS]",Legalization of Abortion [EOS],97.375
1049,Atheism,Happiness is the pursuit of life and liberty. #TheLUPOL #theism #futurism #SemST,2,"Happiness is the pursuit of life and liberty . [EOS]
# TheLUPOL # theism # futurism # SemST [EOS]",Atheism [EOS],97.4
1050,Legalization of Abortion,"@Toupsfamily: June 25, 2015  In the World 20,732,600 babies have been aborted so far this year.  #SemST",2,"$MENTION$ : June 25 , 2015 In the World 20,732,600 babies have been aborted so far this year . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.4125
1051,Hillary Clinton,Hillary needs to go to a Sheetz gas station after 10 pm to see the real America. #SemST,2,"Hillary needs to go to a Sheetz gas station after 10 pm to see the real America . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],97.425
1052,Atheism,"#God, because you hold us close, give us the courage to let go when we need to. #SemST",2,"# God , because you hold us close , give us the courage to let go when we need to . [EOS]
# SemST [EOS]",Atheism [EOS],97.425
1053,Legalization of Abortion,"@LifeNewsHQ I would consider this, to be dispersal of a chemical weapon, one that kills children. #SemST",2,"$MENTION$ I would consider this , to be dispersal of a chemical weapon , one that kills children . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.475
1054,Legalization of Abortion,@mrsdrjim did you know #wrp @BrianJeanWRP tried to get personhood going via federal #motion312. #SemST,2,"$MENTION$ did you know # wrp $MENTION$ tried to get personhood going via federal # motion312 . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.475
1055,Atheism,"Oh Jesus, We write songs to praise you.#Songwriters #wewrite #Songs #Praiseyou #SemST",2,"Oh Jesus , We write songs to praise you.#Songwriters # wewrite # Songs # Praiseyou # SemST [EOS]",Atheism [EOS],97.4875
1056,Donald Trump,Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST,2,"Donald Trump needs to stop embarrassing himself . [EOS]
Racist assholes .... [EOS]
# SemST [EOS]",Donald Trump [EOS],97.5125
1057,Donald Trump,And bill Cosby ain't fuck like 3 or 4 them 108 bitches that's accusing him either #SemST,2,And bill Cosby ai not fuck like 3 or 4 them 108 bitches that 's accusing him either # SemST [EOS],Donald Trump [EOS],97.525
1058,Feminist Movement,@LeexxxW plz sign the above petition for the amazing @Lauren_Southern #LikeAFeminist #SpankAFeminist #SemST,2,$MENTION$ plz sign the above petition for the amazing $MENTION$ # LikeAFeminist # SpankAFeminist # SemST [EOS],Feminist Movement [EOS],97.525
1059,Atheism,"RT @PaulGetter: When your past calls, don't answer. It has nothing new to say. #TeamJesus #SemST",2,"RT $MENTION$ : When your past calls , do not answer . [EOS]
It has nothing new to say . [EOS]
# TeamJesus # SemST [EOS]",Atheism [EOS],97.5625
1060,Feminist Movement,@equalforwomen why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality #SemST,2,$MENTION$ why r u on twitter get back in the kitchen # feminist # feminazi # powertowomen # Equality # SemST [EOS],Feminist Movement [EOS],97.5625
1061,Donald Trump,Lying to justify political correctness is still nothing but a lie.   #Teaparty #SemST,2,"Lying to justify political correctness is still nothing but a lie . [EOS]
# Teaparty # SemST [EOS]",Donald Trump [EOS],97.625
1062,Donald Trump,Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,2,"Hey guise . [EOS]
Any recommendation for a good taco place in midtown ? [EOS]
# Trump # SemST [EOS]",Donald Trump [EOS],97.625
1063,Atheism,"Take away hatred from some people, and you have men without faith. ~Eric Hoffer #SemST",2,"Take away hatred from some people , and you have men without faith . [EOS]
~Eric Hoffer # SemST [EOS]",Atheism [EOS],97.6375
1064,Feminist Movement,"Because too many late night conversations have ended in shamed whispers of,""me too"" #SemST",2,"Because too many late night conversations have ended in shamed whispers of,""me too "" # SemST [EOS]",Feminist Movement [EOS],97.675
1065,Feminist Movement,"@YouTube If you haven't guessed, it's mocking the feminist doing the 10 hour walk in New York. #SemST",2,"$MENTION$ If you have not guessed , it 's mocking the feminist doing the 10 hour walk in New York . [EOS]
# SemST [EOS]",Feminist Movement [EOS],97.675
1066,Legalization of Abortion,abortion clinics... back alleys with a profit center and air conditioning?  #SemST,2,"abortion clinics ... back alleys with a profit center and air conditioning ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.6875
1067,Hillary Clinton,@HillaryClinton You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate #SemST,2,"$MENTION$ You can run but you ca't hide . [EOS]
# ClintonFoundationscandal # ClintonCash # emailgate # SemST [EOS]",Hillary Clinton [EOS],97.6875
1068,Donald Trump,"@2014voteblue @ChrisJZullo blindly supporting political parties is willfull ignorance, repub or dem. #SemST",2,"$MENTION$ $MENTION$ blindly supporting political parties is willfull ignorance , repub or dem . [EOS]
# SemST [EOS]",Donald Trump [EOS],97.7
1069,Legalization of Abortion,"I feel the greatest destroyer of peace today is 'Abortion',... Mother Teresa #SemST",2,"I feel the greatest destroyer of peace today is ' Abortion ' , ... [EOS]
Mother Teresa # SemST [EOS]",Legalization of Abortion [EOS],97.7
1070,Legalization of Abortion,I think this is fake-- however-horrible motives. #livetweetyourPRAYER #SemST,2,"I think this is fake-- however - horrible motives . [EOS]
# livetweetyourPRAYER # SemST [EOS]",Legalization of Abortion [EOS],97.75
1071,Feminist Movement,@YemeniPastry @mgkaleem @AntiFanboyism92 not surprised. You can't stand women calling out ur bullshit. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ not surprised . [EOS]
You ca not stand women calling out ur bullshit . [EOS]
# SemST [EOS]",Feminist Movement [EOS],97.75
1072,Feminist Movement,All mascots in women's world Semi-final are girls?... #Equalityforall #SemST,2,"All mascots in women 's world Semi - final are girls ? ... [EOS]
# Equalityforall # SemST [EOS]",Feminist Movement [EOS],97.7625
1073,Legalization of Abortion,@UberFacts because a good percent utilized that wonderful gift of choice (#proChoice). #SemST,2,"$MENTION$ [EOS]
because a good percent utilized that wonderful gift of choice ( # proChoice ) . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.7875
1074,Feminist Movement,Feminist outrage over American girls being recruited by ISIS? Zero. #SemST,2,"Feminist outrage over American girls being recruited by ISIS ? [EOS]
Zero . [EOS]
# SemST [EOS]",Feminist Movement [EOS],97.8125
1075,Legalization of Abortion,"Natural family planning isn't ""planning"" at all since it just doesn't work. #SemST",2,"Natural family planning is not "" planning "" at all since it just does not work . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.825
1076,Hillary Clinton,A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40% #SemST,2,A lot of # GOPHaters for # Hillary - so funny because she is beating them all at 40 % # SemST [EOS],Hillary Clinton [EOS],97.8375
1077,Legalization of Abortion,@notmuchelse But of course today one doesn't have to be responsible You can kill your child instead! #SemST,2,"$MENTION$ But of course today one does not have to be responsible You can kill your child instead ! [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],97.85
1078,Hillary Clinton,I'll be #ThatChampion because being Mrs. Bill Clinton *entitles* me to be. #SemST,2,"I 'll be # ThatChampion because being Mrs. Bill Clinton * entitles * me to be . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],97.85
1079,Feminist Movement,Hope Solo's judge back in '14 won this game for not charging her of crime #USA #SemST,2,"Hope Solo 's judge back in ' 14 won this game for not charging her of crime [EOS]
# USA # SemST [EOS]",Feminist Movement [EOS],97.8625
1080,Donald Trump,@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell #SemST,2,$MENTION$ Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell # SemST [EOS],Donald Trump [EOS],97.8625
1081,Hillary Clinton,2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary #SemST,2,2 million bogus followers on Twitter $MENTION$ # WhyImNotVotingForHillary # SemST [EOS],Hillary Clinton [EOS],97.8625
1082,Atheism,I hope no one is hurt. #WhoIsBurningBlackChurches #EndRacism #LoveWins #SemST,2,"I hope no one is hurt . [EOS]
# WhoIsBurningBlackChurches # EndRacism # LoveWins # SemST [EOS]",Atheism [EOS],97.875
1083,Atheism,Greater is He who is in you than he who is in the world. - 1John 4:4 #god #bible #SemST,2,"Greater is He who is in you than he who is in the world . [EOS]
- 1John 4:4 # god # bible # SemST [EOS]",Atheism [EOS],97.875
1084,Legalization of Abortion,Before I formed you in the #womb I knew you. #prolifegen #prolifeyouth #God #SemST,2,"Before I formed you in the # womb I knew you . [EOS]
# prolifegen # prolifeyouth # God # SemST [EOS]",Legalization of Abortion [EOS],97.8875
1085,Donald Trump,@realDonaldTrump Just curious...do you control your Twitter acct or does someone do it for you? #SemST,2,"$MENTION$ [EOS]
Just curious ... do you control your Twitter acct or does someone do it for you ? [EOS]
# SemST [EOS]",Donald Trump [EOS],97.9
1086,Atheism,"Dear believers, To prove the book you must NOT read from the book. Regards, an #SemST",2,"Dear believers , To prove the book you must NOT read from the book . [EOS]
Regards , an # SemST [EOS]",Atheism [EOS],97.9
1087,Feminist Movement,@deanesmay @JenMurray41 Bc feminists know everything about being a man. #SpankAFeminist #gamergate #SemST,2,"$MENTION$ $MENTION$ Bc feminists know everything about being a man . [EOS]
# SpankAFeminist # gamergate # SemST [EOS]",Feminist Movement [EOS],97.9625
1088,Donald Trump,Waiting to hear what you have to say on @FoxNews ! ( 8:30am ) @realDonaldTrump /  #SemST,2,"Waiting to hear what you have to say on $MENTION$ ! [EOS]
( 8:30am ) $MENTION$ / # SemST [EOS]",Donald Trump [EOS],97.975
1089,Hillary Clinton,@CNNPolitics @JDiamond1 that's so ridiculous to treat people like that. They are doing their jobs. #SemST,2,"$MENTION$ $MENTION$ that 's so ridiculous to treat people like that . [EOS]
They are doing their jobs . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],97.9875
